Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,Type
fc_ultrasonum_30,edd_confirmation,Current Scan (Ultrasound),text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_date_30,edd_confirmation,Current Scan (Ultrasound),text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_edc_30,edd_confirmation,Current Scan (Ultrasound),text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_hfr_30,edd_confirmation,Current Scan (Ultrasound),text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_gestagesonow_30,edd_confirmation,Current Scan (Ultrasound),text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_gestagesonod_30,edd_confirmation,Current Scan (Ultrasound),text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_otherusnum_30,edd_confirmation,Current Scan (Ultrasound),radio,Other ultrasound summary report:,"1, Yes | 0, No",,,,,,[fc_otherusnum_29] = '1',,,,,,,Human Subject Data
fc_ultrasonum_31,edd_confirmation,Current Scan (Ultrasound),text,Ultrasound Number:,,2 digits,integer,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_date_31,edd_confirmation,Current Scan (Ultrasound),text,Date:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_edc_31,edd_confirmation,Current Scan (Ultrasound),text,EDD:,,MM-DD-YYYY,date_mdy,,,y,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_hfr_31,edd_confirmation,Current Scan (Ultrasound),text,Fetal Heart Rate (FHR):,,Beats per minute,integer,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_gestagesonow_31,edd_confirmation,Current Scan (Ultrasound),text,Gestational Age (Weeks):,,Weeks,,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
fc_gestagesonod_31,edd_confirmation,Current Scan (Ultrasound),text,Gestational Age (Days):,,Days,,,,,[fc_otherusnum_30] = '1',,,,,,,Human Subject Data
studyid,biological_all,Phenols,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,Phenols,radio,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,Phenols,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,Phenols,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,Phenols,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,Phenols,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,Phenols,text,Analyte Name,TCS,,,,,,,,,,,,,
BPA,,,,,,,,,,,,,,,,,,
TCC,,,,,,,,,,,,,,,,,,
25-DCP,,,,,,,,,,,,,,,,,,
M-PB,,,,,,,,,,,,,,,,,,
E-PB,,,,,,,,,,,,,,,,,,
BPF,,,,,,,,,,,,,,,,,,
24-DCP,,,,,,,,,,,,,,,,,,
P-PB,,,,,,,,,,,,,,,,,,
BP-3,,,,,,,,,,,,,,,,,,
B-PB,,,,,,,,,,,,,,,,,,
"BPS""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,Phenols,text,Full Analyte Name,Butyl Paraben,,,,,,,,,,,,,
Propyl Paraben,,,,,,,,,,,,,,,,,,
Methyl Paraben,,,,,,,,,,,,,,,,,,
triclocarban,,,,,,,,,,,,,,,,,,
2 5-dichlorophenol,,,,,,,,,,,,,,,,,,
bisphenol F,,,,,,,,,,,,,,,,,,
Ethyl Paraben,,,,,,,,,,,,,,,,,,
triclosan,,,,,,,,,,,,,,,,,,
bisphenol A,,,,,,,,,,,,,,,,,,
benzophenone-3,,,,,,,,,,,,,,,,,,
bisphenol S,,,,,,,,,,,,,,,,,,
"2 4-dichlorophenol""",,,,,,,,,,,,,Biological Data,,,,,
date_analyzed,biological_all,Phenols,Date of Analysis,,,,,,,,,,,,,,,Biological Data
analysis_source,biological_all,Phenols,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data
analysis_method,biological_all,Phenols,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data
notes,biological_all,Phenols,text,Notes,,,,,,,,,,,,,,Biological Data
batch,biological_all,Phenols,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data
sample_type,biological_all,Phenols,text,Sample Matrix,,,,,,,,,,,,,,Biological Data
studyid,biological_all,Phthalates,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,Phthalates,radio,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,Phthalates,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,Phthalates,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,Phthalates,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,Phthalates,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,Phthalates,text,Analyte Name,MIBP,,,,,,,,,,,,,
MCOCH,,,,,,,,,,,,,,,,,,
MEHP,,,,,,,,,,,,,,,,,,
MEOHP,,,,,,,,,,,,,,,,,,
MCNP,,,,,,,,,,,,,,,,,,
MONP,,,,,,,,,,,,,,,,,,
MCPP,,,,,,,,,,,,,,,,,,
MNP,,,,,,,,,,,,,,,,,,
MCOP,,,,,,,,,,,,,,,,,,
MEHHTP,,,,,,,,,,,,,,,,,,
MBZP,,,,,,,,,,,,,,,,,,
MEP,,,,,,,,,,,,,,,,,,
MBP,,,,,,,,,,,,,,,,,,
MHBP,,,,,,,,,,,,,,,,,,
MECPTP,,,,,,,,,,,,,,,,,,
MEHHP,,,,,,,,,,,,,,,,,,
MHINCH,,,,,,,,,,,,,,,,,,
MHIBP,,,,,,,,,,,,,,,,,,
"MECPP""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,Phthalates,text,Full Analyte Name,Mono-isobutyl phthalate,,,,,,,,,,,,,
mono-2-ethyl-5-hydrohexyl terephthalate,,,,,,,,,,,,,,,,,,
Mono carboxyisononyl phthalate,,,,,,,,,,,,,,,,,,
Monoethyl phthalate,,,,,,,,,,,,,,,,,,
Mono-3-carboxypropyl phthalate,,,,,,,,,,,,,,,,,,
Monooxononyl phthalate,,,,,,,,,,,,,,,,,,
Mono-2-ethyl-5-carboxypentyl phthalate,,,,,,,,,,,,,,,,,,
Mono-isononyl phthalate,,,,,,,,,,,,,,,,,,
Monobenzyl phthalate,,,,,,,,,,,,,,,,,,
Mono-hydroxybutyl phthalate,,,,,,,,,,,,,,,,,,
Mono-n-butyl phthalate,,,,,,,,,,,,,,,,,,
Mono-2-ethylhexyl phthalate,,,,,,,,,,,,,,,,,,
Mono-2-ethyl-5-oxohexyl phthalate,,,,,,,,,,,,,,,,,,
Mono-hydroxyisobutyl phthalate,,,,,,,,,,,,,,,,,,
Mono-2-ethyl-5-hydroxyhexyl phthalate,,,,,,,,,,,,,,,,,,
cyclohexane-1 2-dicarboxylic acid monocarboxyisooctyl ester,,,,,,,,,,,,,,,,,,
mono-2-ethyl-5-carboxypentyl terephthalate,,,,,,,,,,,,,,,,,,
Cyclohexane-1 2-dicarboxylic acid monohydroxy isononyl ester,,,,,,,,,,,,,,,,,,
"Mono carboxyisooctyl phthalate""",,,,,,,,,,,,,Biological Data,,,,,
date_analyzed,biological_all,Phthalates,Date of Analysis,,,,,,,,,,,,,,,Biological Data
analysis_source,biological_all,Phthalates,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data
analysis_method,biological_all,Phthalates,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data
notes,biological_all,Phthalates,text,Notes,,,,,,,,,,,,,,Biological Data
batch,biological_all,Phthalates,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data
sample_type,biological_all,Phthalates,text,Sample Matrix,,,,,,,,,,,,,,Biological Data
studyid,biological_all,Metal_Urine,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,Metal_Urine,radio,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,Metal_Urine,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,Metal_Urine,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,Metal_Urine,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,Metal_Urine,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,Metal_Urine,text,Analyte Name,Pb,,,,,,,,,,,,,
Cs,,,,,,,,,,,,,,,,,,
Co,,,,,,,,,,,,,,,,,,
Be,,,,,,,,,,,,,,,,,,
W,,,,,,,,,,,,,,,,,,
Ba,,,,,,,,,,,,,,,,,,
Tl,,,,,,,,,,,,,,,,,,
Cr,,,,,,,,,,,,,,,,,,
Se,,,,,,,,,,,,,,,,,,
Cd,,,,,,,,,,,,,,,,,,
Mo,,,,,,,,,,,,,,,,,,
Mn,,,,,,,,,,,,,,,,,,
Cu,,,,,,,,,,,,,,,,,,
U,,,,,,,,,,,,,,,,,,
Sb,,,,,,,,,,,,,,,,,,
As,,,,,,,,,,,,,,,,,,
Hg,,,,,,,,,,,,,,,,,,
Pt,,,,,,,,,,,,,,,,,,
Ni,,,,,,,,,,,,,,,,,,
Sn,,,,,,,,,,,,,,,,,,
Zn,,,,,,,,,,,,,,,,,,
"V""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,Metal_Urine,text,Full Analyte Name,Zinc,,,,,,,,,,,,,
Molybdenum,,,,,,,,,,,,,,,,,,
Beryllium,,,,,,,,,,,,,,,,,,
Antimony,,,,,,,,,,,,,,,,,,
Chromium,,,,,,,,,,,,,,,,,,
Cadmium,,,,,,,,,,,,,,,,,,
Copper,,,,,,,,,,,,,,,,,,
Lead,,,,,,,,,,,,,,,,,,
Manganese,,,,,,,,,,,,,,,,,,
Barium,,,,,,,,,,,,,,,,,,
Tungsten,,,,,,,,,,,,,,,,,,
Selenium,,,,,,,,,,,,,,,,,,
Arsenic,,,,,,,,,,,,,,,,,,
Nickel,,,,,,,,,,,,,,,,,,
Uranium,,,,,,,,,,,,,,,,,,
Tin,,,,,,,,,,,,,,,,,,
Thallium,,,,,,,,,,,,,,,,,,
Mercury,,,,,,,,,,,,,,,,,,
Platinum,,,,,,,,,,,,,,,,,,
Vanadium,,,,,,,,,,,,,,,,,,
Cesium,,,,,,,,,,,,,,,,,,
"Cobalt""",,,,,,,,,,,,,Biological Data,,,,,
date_analyzed,biological_all,Metal_Urine,Date of Analysis,,,,,,,,,,,,,,,Biological Data
analysis_source,biological_all,Metal_Urine,text,Source of the Data,"1, NSF",,,,,,,,,,,,,Biological Data
analysis_method,biological_all,Metal_Urine,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data
notes,biological_all,Metal_Urine,text,Notes,,,,,,,,,,,,,,Biological Data
batch,biological_all,Metal_Urine,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data
sample_type,biological_all,Metal_Urine,text,Sample Matrix,,,,,,,,,,,,,,Biological Data
studyid,biological_all,PAH,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,PAH,Integer,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,PAH,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,PAH,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,PAH,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,PAH,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,PAH,text,Analyte Name,4_OH_PHE,,,,,,,,,,,,,
1_OH_NAP,,,,,,,,,,,,,,,,,,
9_OH_PHE,,,,,,,,,,,,,,,,,,
2_OH_NAP,,,,,,,,,,,,,,,,,,
1_OH_PHE,,,,,,,,,,,,,,,,,,
1_OH_PYR,,,,,,,,,,,,,,,,,,
2_3_OH_PHE,,,,,,,,,,,,,,,,,,
"2_OH_FLU""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,PAH,text,Full Analyte Name,4-Hydroxyphenanthrene,,,,,,,,,,,,,
1-Hydroxynapthalene,,,,,,,,,,,,,,,,,,
2-Hydroxyfluorene,,,,,,,,,,,,,,,,,,
9-Hydroxyphenanthrene,,,,,,,,,,,,,,,,,,
1-Hydroxyphenanthrene,,,,,,,,,,,,,,,,,,
2,3-Hydroxyphenanthrene,,,,,,,,,,,,,,,,,
1-Hydroxypyrene,,,,,,,,,,,,,,,,,,
"2-Hydroxynapthalene""",,,,,,,,,,,,,Biological Data,,,,,
date_analyzed,biological_all,PAH,Date of Analysis,,,,,,,,,,,,,,,Biological Data
analysis_source,biological_all,PAH,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data
analysis_method,biological_all,PAH,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data
notes,biological_all,PAH,text,Notes,,,,,,,,,,,,,,Biological Data
batch,biological_all,PAH,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data
sample_type,biological_all,PAH,text,Sample Matrix,,,,,,,,,,,,,,Biological Data
studyid,biological_all,Hormones,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,Hormones,Integer,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,Hormones,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,Hormones,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,Hormones,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,Hormones,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,Hormones,text,Analyte Name,T,,,,,,,,,,,,,
FT4_2,,,,,,,,,,,,,,,,,,
T3,,,,,,,,,,,,,,,,,,
E3,,,,,,,,,,,,,,,,,,
Prog,,,,,,,,,,,,,,,,,,
T4,,,,,,,,,,,,,,,,,,
TSH,,,,,,,,,,,,,,,,,,
CRH,,,,,,,,,,,,,,,,,,
"SHBG""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,Hormones,text,Full Analyte Name,Total thyroxine,,,,,,,,,,,,,
Free thyroxine,,,,,,,,,,,,,,,,,,
Thyroid stimulating hormone,,,,,,,,,,,,,,,,,,
Corticotropin releasing hormone,,,,,,,,,,,,,,,,,,
Total Estriol,,,,,,,,,,,,,,,,,,
Testosterone,,,,,,,,,,,,,,,,,,
Progesterone,,,,,,,,,,,,,,,,,,
Total triiodothyronine,,,,,,,,,,,,,,,,,,
"Sex hormone binding globulin""",,,,,,,,,,,,,Biological Data,,,,,
date_analyzed,biological_all,Hormones,Date of Analysis,,,,,,,,,,,,,,,Biological Data
analysis_source,biological_all,Hormones,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data
analysis_method,biological_all,Hormones,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data
notes,biological_all,Hormones,text,Notes,,,,,,,,,,,,,,Biological Data
batch,biological_all,Hormones,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data
sample_type,biological_all,Hormones,text,Sample Matrix,,,,,,,,,,,,,,Biological Data
studyid,biological_all,OxidativeStress,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,OxidativeStress,Integer,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,OxidativeStress,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,OxidativeStress,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,OxidativeStress,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,OxidativeStress,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,OxidativeStress,text,Analyte Name,cr,,,,,,,,,,,,,
_8_IsoM,,,,,,,,,,,,,,,,,,
_8_Iso,,,,,,,,,,,,,,,,,,
"PGF2a""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,OxidativeStress,text,Full Analyte Name,8_isoprostane_m,,,,,,,,,,,,,
8_isoprostane,,,,,,,,,,,,,,,,,,
PGF2alpha,,,,,,,,,,,,,,,,,,
"Creatinine""",,,,,,,,,,,,,Biological Data,,,,,
date_analyzed,biological_all,OxidativeStress,Date of Analysis,,,,,,,,,,,,,,,Biological Data
analysis_source,biological_all,OxidativeStress,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data
analysis_method,biological_all,OxidativeStress,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data
notes,biological_all,OxidativeStress,text,Notes,,,,,,,,,,,,,,Biological Data
batch,biological_all,OxidativeStress,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data
sample_type,biological_all,OxidativeStress,text,Sample Matrix,,,,,,,,,,,,,,Biological Data
studyid,biological_all,Inflammation,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,Inflammation,Integer,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,Inflammation,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,Inflammation,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,Inflammation,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,Inflammation,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,Inflammation,text,Analyte Name,IL8,,,,,,,,,,,,,
IL1B,,,,,,,,,,,,,,,,,,
IL6,,,,,,,,,,,,,,,,,,
CRP,,,,,,,,,,,,,,,,,,
IL10,,,,,,,,,,,,,,,,,,
IFNG,,,,,,,,,,,,,,,,,,
TNFA,,,,,,,,,,,,,,,,,,
SICAM,,,,,,,,,,,,,,,,,,
MMP2,,,,,,,,,,,,,,,,,,
SVCAM,,,,,,,,,,,,,,,,,,
MMP9,,,,,,,,,,,,,,,,,,
"MMP1""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,Inflammation,text,Full Analyte Name,matrix metalloproteinase-1,,,,,,,,,,,,,
c-reactive protein,,,,,,,,,,,,,,,,,,
interferon-gamma,,,,,,,,,,,,,,,,,,
interleukin-8,,,,,,,,,,,,,,,,,,
soluble vascular adhesion molecule,,,,,,,,,,,,,,,,,,
soluble intracellular adhesion molecule,,,,,,,,,,,,,,,,,,
interleukin-1beta,,,,,,,,,,,,,,,,,,
tumor necrosis factor alpha,,,,,,,,,,,,,,,,,,
matrix metalloproteinase-2,,,,,,,,,,,,,,,,,,
interleukin-10,,,,,,,,,,,,,,,,,,
interleukin-6,,,,,,,,,,,,,,,,,,
"matrix metalloproteinase-9""",,,,,,,,,,,,,Biological Data,,,,,
date_analyzed,biological_all,Inflammation,Date of Analysis,,,,,,,,,,,,,,,Biological Data
analysis_source,biological_all,Inflammation,text,Source of the Data,"1, CDC",,,,,,,,,,,,,Biological Data
analysis_method,biological_all,Inflammation,text,Method of Analysis ,1-100,,,,,,,,,,,,,Biological Data
notes,biological_all,Inflammation,text,Notes,,,,,,,,,,,,,,Biological Data
batch,biological_all,Inflammation,Integer,Batch Number  ,,,,,,,,,,,,,,Biological Data
sample_type,biological_all,Inflammation,text,Sample Matrix,,,,,,,,,,,,,,Biological Data
studyid,biological_all,Glyphosate,text,Participant ID,,,,,,,,,,,,,,Biological Data
visitid,biological_all,Glyphosate,Integer,Visit ID,"1, V1 (Initial Visit) | 2, V2 (In Home Visit) | 3, V3 (Third Visit) | 4, V4 Fourth Visit (Delivery)",,,,,,,,,,,,,Biological Data
conc,biological_all,Glyphosate,Decimal,Analyte concentration ,,,,,,,,,,,,,,Biological Data
concunits,biological_all,Glyphosate,text,Analyte concentration units,,,,,,,,,,,,,,Biological Data
BLOD,biological_all,Glyphosate,Integer,Below Limit of Detection,"1, Yes, below detection limit; | 0, No",,,,,,,,,,,,,Biological Data
LOD,biological_all,Glyphosate,Decimal,Limit of Detection,,,,,,,,,,,,,,Biological Data
analyte,biological_all,Glyphosate,text,Analyte Name,AMPA,,,,,,,,,,,,,
"Glyphosate""",,,,,,,,,,,,,Biological Data,,,,,
analyte_full,biological_all,Glyphosate,text,Full Analyte Name,Aminomethylphosphoric Acid,,,,,,,,,,,,,
